Index,Image,Output
53382,130667,Yes
53383,150362,Yes
53384,85159,No
53385,25634,No
53386,92494,No
53387,89984,Yes
53388,95891,Yes
53389,209723,Yes
53390,179659,Yes
53391,151183,No
53392,138318,Yes
53393,131802,Yes
53394,35034,Yes
53395,92891,Yes
53396,145187,No
53397,163351,No
53398,93059,Yes
53399,171626,No
53400,184178,No
53401,82940,No
53402,181914,No
53403,193305,No
53404,187019,Yes
53405,188064,Yes
53406,105782,No
53407,120455,Yes
53408,32091,Yes
53409,82680,Yes
53410,121971,No
53411,162602,No
53412,86114,Yes
53413,46509,Yes
53414,72120,No
53415,91178,No
53416,31418,Yes
53417,122462,No
53418,44171,Yes
53419,176668,Yes
53420,176838,Yes
53421,73169,Yes
53422,87188,No
53423,83227,Yes
53424,95986,Yes
53425,80387,No
53426,2619,No
53427,38152,Yes
53428,129841,Yes
53429,148889,No
53430,204736,No
53431,208012,Yes
53432,141192,No
53433,89506,No
53434,185723,Yes
53435,62451,No
53436,113622,Yes
53437,207677,No
53438,135832,Yes
53439,88125,Yes
53440,101324,No
53441,146301,No
53442,77405,No
53443,29072,No
53444,178936,No
53445,83766,Yes
53446,161441,Yes
53447,45739,No
53448,112252,No
53449,65671,No
53450,199005,Yes
53451,82369,No
53452,192671,No
53453,144279,Yes
53454,49352,No
53455,51271,Yes
53456,100373,Yes
53457,33430,Yes
53458,181983,No
53459,139591,Yes
53460,9237,No
53461,24873,No
53462,27684,Yes
53463,90192,No
53464,135459,Yes
53465,159593,Yes
53466,121788,No
53467,153441,Yes
53468,75737,No
53469,160080,Yes
53470,12647,No
53471,199808,No
53472,135023,No
53473,72286,Yes
53474,13204,No
53475,150486,Yes
53476,44737,Yes
53477,92521,No
53478,19740,No
53479,129766,No
53480,44293,Yes
53481,177318,Yes
53482,27550,No
53483,1101,No
53484,178778,No
53485,25749,No
53486,90159,No
53487,200896,Yes
53488,199012,Yes
53489,135262,Yes
53490,164246,Yes
53491,24750,No
53492,165827,Yes
53493,153162,No
53494,185273,Yes
53495,50390,Yes
53496,154980,No
53497,17493,No
53498,195066,No
53499,186809,Yes
53500,151788,Yes
53501,83050,Yes
53502,97875,No
53503,134206,Yes
53504,108979,Yes
53505,184979,No
53506,62035,Yes
53507,96382,Yes
53508,183827,Yes
53509,179344,Yes
53510,191381,No
53511,84315,Yes
53512,35635,Yes
53513,175586,Yes
53514,183268,No
53515,134304,No
53516,195552,Yes
53517,112898,No
53518,187397,No
53519,131079,Yes
53520,174434,Yes
53521,208947,No
53522,142754,Yes
53523,165643,No
53524,169872,No
53525,74498,No
53526,192249,Yes
53527,43836,No
53528,56959,Yes
53529,152268,Yes
53530,31427,Yes
53531,164492,No
53532,277,No
53533,7186,No
53534,60142,No
53535,4602,No
53536,165514,No
53537,74932,Yes
53538,97385,No
53539,89984,Yes
53540,79671,Yes
53541,127460,Yes
53542,180333,Yes
53543,49703,Yes
53544,173653,Yes
53545,142491,Yes
53546,31029,Yes
53547,129146,No
53548,81730,No
53549,152229,Yes
53550,191557,No
53551,52712,No
53552,13358,No
53553,94791,No
53554,105869,Yes
53555,202087,Yes
53556,203596,No
53557,1339,No
53558,33846,Yes
53559,140237,Yes
53560,60690,No
53561,152098,Yes
53562,87272,Yes
53563,75538,No
53564,50701,Yes
53565,95603,Yes
53566,189817,Yes
53567,26895,No
53568,125423,No
53569,139011,Yes
53570,23555,No
53571,16058,No
53572,202838,No
53573,208200,Yes
53574,152716,Yes
53575,192974,Yes
53576,63660,No
53577,149946,No
53578,25569,No
53579,107547,No
53580,138019,No
53581,203930,No
53582,106982,No
53583,184634,Yes
53584,60208,Yes
53585,180175,No
53586,119962,No
53587,85809,No
53588,37649,Yes
53589,91800,Yes
53590,111517,Yes
53591,143507,No
53592,42507,No
53593,156826,Yes
53594,173227,Yes
53595,126333,Yes
53596,153202,Yes
53597,150133,Yes
53598,98327,No
53599,50996,No
53600,53317,No
53601,29245,No
53602,15264,No
53603,33998,Yes
53604,149481,No
53605,77745,Yes
53606,25494,No
53607,154012,Yes
53608,122127,Yes
53609,98833,Yes
53610,120793,No
53611,3545,No
53612,24491,No
53613,191480,No
53614,80043,Yes
53615,198585,Yes
53616,133524,Yes
53617,132508,Yes
53618,15777,No
53619,207035,No
53620,78442,Yes
53621,145987,No
53622,185404,No
53623,191274,Yes
53624,135845,Yes
53625,149867,Yes
53626,128633,Yes
53627,39707,No
53628,119342,No
53629,50693,Yes
53630,38227,Yes
53631,129536,No
53632,127845,No
53633,174369,Yes
53634,13865,No
53635,200471,No
53636,197961,Yes
53637,77189,Yes
53638,59313,Yes
53639,238,No
53640,54771,Yes
53641,206295,Yes
53642,186983,Yes
53643,105220,Yes
53644,181140,Yes
53645,173754,Yes
53646,177970,Yes
53647,124405,Yes
53648,200963,Yes
53649,131442,No
53650,6451,No
53651,60184,No
53652,159791,Yes
53653,32144,Yes
53654,144091,Yes
53655,155776,Yes
53656,208638,Yes
53657,139301,No
53658,157090,Yes
53659,101776,Yes
53660,26448,No
53661,170797,Yes
53662,4999,No
53663,142146,No
53664,178270,No
53665,9575,No
53666,123473,Yes
53667,48573,Yes
53668,141,No
53669,189050,No
53670,61677,Yes
53671,9494,No
53672,29529,No
53673,190546,Yes
53674,138054,No
53675,110087,Yes
53676,76097,Yes
53677,75619,Yes
53678,144456,Yes
53679,205704,No
53680,112115,No
53681,178426,Yes
53682,75766,No
53683,39218,No
53684,5043,No
53685,74751,Yes
53686,11210,No
53687,203110,Yes
53688,184959,No
53689,29808,No
53690,197064,Yes
53691,186311,Yes
53692,200397,Yes
53693,43604,Yes
53694,81141,No
53695,209140,Yes
53696,128312,No
53697,58877,No
53698,44253,Yes
53699,136674,Yes
53700,155238,Yes
53701,18389,No
53702,186195,No
53703,191353,No
53704,45357,Yes
53705,48728,No
53706,87668,No
53707,14091,No
53708,113400,No
53709,144760,No
53710,142324,Yes
53711,42730,No
53712,29112,No
53713,121781,Yes
53714,108009,No
53715,38777,Yes
53716,190755,No
53717,11309,No
53718,154289,No
53719,83195,Yes
53720,86838,Yes
53721,59825,Yes
53722,177850,Yes
53723,142279,No
53724,157793,Yes
53725,147256,Yes
53726,140119,Yes
53727,6880,No
53728,8667,No
53729,36897,Yes
53730,97858,No
53731,56949,Yes
53732,192137,Yes
53733,183736,No
53734,20485,No
53735,4863,No
53736,54079,No
53737,138991,Yes
53738,46565,Yes
53739,137505,No
53740,184173,Yes
53741,118396,No
53742,49820,No
53743,9170,No
53744,48550,Yes
53745,117371,Yes
53746,188059,Yes
53747,11596,No
53748,12928,No
53749,50431,No
53750,30269,Yes
53751,183085,No
53752,123511,Yes
53753,196999,Yes
53754,172911,No
53755,162443,Yes
53756,59892,Yes
53757,5641,No
53758,16414,No
53759,161320,Yes
53760,59786,Yes
53761,185792,Yes
53762,91956,No
53763,162960,Yes
53764,126601,Yes
53765,72088,No
53766,89790,Yes
53767,205935,No
53768,53199,Yes
53769,130049,Yes
53770,133929,No
53771,163027,Yes
53772,156425,Yes
53773,13937,No
53774,14286,No
53775,85952,No
53776,65351,No
53777,42023,No
53778,201820,Yes
53779,170462,No
53780,27641,No
53781,49127,Yes
53782,52501,Yes
53783,2552,No
53784,190336,No
53785,125876,Yes
53786,83726,Yes
53787,120674,No
53788,74064,Yes
53789,98867,Yes
53790,86872,Yes
53791,44168,Yes
53792,39807,Yes
53793,61240,No
53794,123703,No
53795,98663,Yes
53796,99592,No
53797,138388,Yes
53798,182062,Yes
53799,62743,Yes
53800,158623,Yes
53801,104750,Yes
53802,190849,No
53803,191417,No
53804,145532,Yes
53805,2719,No
53806,5937,No
53807,95222,Yes
53808,154605,Yes
53809,206080,Yes
53810,167710,Yes
53811,59900,Yes
53812,4192,No
53813,62106,Yes
53814,179023,Yes
53815,1503,No
53816,138070,No
53817,145489,Yes
53818,203976,No
53819,16985,No
53820,192659,No
53821,189507,No
53822,123435,Yes
53823,70965,Yes
53824,133391,No
53825,134342,No
53826,111188,No
53827,31221,No
53828,60736,No
53829,30017,No
53830,103956,No
53831,25622,No
53832,106380,No
53833,68860,Yes
53834,82290,No
53835,15550,No
53836,169971,No
53837,44194,Yes
53838,72930,Yes
53839,156225,Yes
53840,160327,No
53841,116580,No
53842,192460,Yes
53843,33575,Yes
53844,68570,No
53845,75521,No
53846,165344,Yes
53847,195581,Yes
53848,48339,Yes
53849,207925,Yes
53850,160666,Yes
53851,157187,Yes
53852,150398,Yes
53853,107558,No
53854,197790,Yes
53855,21653,No
53856,192785,No
53857,18917,No
53858,199521,Yes
53859,205011,Yes
53860,102194,No
53861,15754,No
53862,87319,Yes
53863,128355,No
53864,25255,No
53865,203287,Yes
53866,32027,Yes
53867,33129,No
53868,28367,No
53869,145232,No
53870,64953,No
53871,141868,Yes
53872,64544,Yes
53873,79329,No
53874,81666,No
53875,73408,Yes
53876,54988,Yes
53877,189005,No
53878,149759,Yes
53879,113846,Yes
53880,77901,Yes
53881,174419,Yes
53882,96259,Yes
53883,195300,Yes
53884,149371,No
53885,19249,No
53886,192724,No
53887,46685,Yes
53888,166556,Yes
53889,154679,Yes
53890,48059,No
53891,63687,No
53892,40797,Yes
53893,163507,Yes
53894,50037,Yes
53895,95442,No
53896,174796,No
53897,19773,No
53898,133771,Yes
53899,156195,No
53900,80644,Yes
53901,54674,Yes
53902,74593,No
53903,181478,No
53904,61564,Yes
53905,11259,No
53906,146343,No
53907,81298,Yes
53908,121282,No
53909,144778,No
53910,133236,No
53911,187135,No
53912,174416,Yes
53913,20793,No
53914,132456,Yes
53915,151125,No
53916,50580,No
53917,161287,Yes
53918,82922,No
53919,134850,Yes
53920,106328,No
53921,65943,No
53922,125383,Yes
53923,148110,Yes
53924,25832,No
53925,14064,No
53926,189822,No
53927,98305,No
53928,132959,Yes
53929,53632,Yes
53930,105620,No
53931,10398,No
53932,4431,No
53933,49653,Yes
53934,44146,Yes
53935,1768,No
53936,141927,Yes
53937,95012,Yes
53938,51966,Yes
53939,56162,Yes
53940,25940,No
53941,75915,Yes
53942,109965,No
53943,120296,Yes
53944,41268,Yes
53945,141780,No
53946,64506,Yes
53947,12289,No
53948,174428,Yes
53949,16842,No
53950,22641,No
53951,114560,No
53952,44455,No
53953,155397,No
53954,202056,Yes
53955,48179,No
53956,33287,Yes
53957,201613,No
53958,45508,No
53959,46414,Yes
53960,104926,No
53961,182055,Yes
53962,201879,Yes
53963,65429,No
53964,203872,Yes
53965,63761,No
53966,20017,No
53967,69155,No
53968,66958,Yes
53969,111281,Yes
53970,30535,Yes
53971,141779,Yes
53972,163847,No
53973,171300,Yes
53974,9620,No
53975,85838,No
53976,152006,Yes
53977,189241,Yes
53978,56019,Yes
53979,114012,No
53980,168519,No
53981,184320,No
53982,79774,Yes
53983,32504,No
53984,138561,Yes
53985,120799,No
53986,87736,No
53987,131446,No
53988,123900,Yes
53989,105674,No
53990,77778,Yes
53991,139242,No
53992,140113,Yes
53993,89288,Yes
53994,51246,Yes
53995,76254,No
53996,73611,Yes
53997,72506,No
53998,131394,No
53999,179867,Yes
54000,161519,No
54001,189389,Yes
54002,206431,No
54003,95369,No
54004,169448,Yes
54005,137506,No
54006,4842,No
54007,33090,No
54008,208121,No
54009,37402,Yes
54010,97395,No
54011,22620,No
54012,99931,Yes
54013,6981,No
54014,12380,No
54015,127832,No
54016,95453,No
54017,8632,No
54018,163868,No
54019,187339,No
54020,189026,No
54021,45792,No
54022,62644,Yes
54023,70061,Yes
54024,95016,Yes
54025,161,No
54026,144177,No
54027,195879,Yes
54028,71004,Yes
54029,13744,No
54030,56074,No
54031,17951,No
54032,166892,No
54033,177085,No
54034,148367,No
54035,106421,Yes
54036,91847,No
54037,1489,Yes
54038,187055,Yes
54039,138193,No
54040,95858,Yes
54041,108314,Yes
54042,178451,Yes
54043,130433,Yes
54044,198214,Yes
54045,193123,Yes
54046,146409,No
54047,88594,Yes
54048,142369,No
54049,149210,Yes
54050,139083,Yes
54051,159051,No
54052,199309,Yes
54053,179398,Yes
54054,124503,Yes
54055,30679,No
54056,9846,No
54057,57323,Yes
54058,30372,Yes
54059,112168,No
54060,53011,Yes
54061,78013,No
54062,207184,No
54063,70294,No
54064,66427,Yes
54065,112747,Yes
54066,149837,Yes
54067,204418,Yes
54068,91138,No
54069,76398,No
54070,169097,Yes
54071,144273,Yes
54072,57500,Yes
54073,73605,Yes
54074,115860,No
54075,62130,Yes
54076,179084,Yes
54077,117948,Yes
54078,126697,No
54079,161456,No
54080,147884,Yes
54081,93869,Yes
54082,125771,Yes
54083,182173,Yes
54084,60622,No
54085,28405,No
54086,158749,Yes
54087,199621,Yes
54088,186419,Yes
54089,101072,No
54090,14583,No
54091,101162,Yes
54092,136563,Yes
54093,206194,Yes
54094,118202,No
54095,99297,Yes
54096,208315,No
54097,159226,Yes
54098,175799,Yes
54099,106792,No
54100,148436,Yes
54101,54103,No
54102,77921,Yes
54103,42508,Yes
54104,163058,Yes
54105,23478,No
54106,164923,Yes
54107,87259,Yes
54108,99631,No
54109,129134,No
54110,63869,Yes
54111,173620,Yes
54112,158547,No
54113,157683,Yes
54114,81343,Yes
54115,117378,Yes
54116,31977,No
54117,184244,No
54118,47881,Yes
54119,135797,No
54120,151201,No
54121,23028,No
54122,192309,Yes
54123,167150,Yes
54124,159597,Yes
54125,133890,No
54126,102066,No
54127,2214,No
54128,69708,No
54129,47324,No
54130,142430,Yes
54131,169632,Yes
54132,197543,No
54133,97137,No
54134,44941,No
54135,25348,No
54136,207757,No
54137,204498,Yes
54138,9545,No
54139,10262,No
54140,74755,Yes
54141,74938,No
54142,22500,No
54143,117965,Yes
54144,66425,Yes
54145,202500,Yes
54146,144694,Yes
54147,121854,No
54148,99488,Yes
54149,191874,Yes
54150,41988,Yes
54151,101620,Yes
54152,150049,No
54153,158708,Yes
54154,185789,Yes
54155,64335,No
54156,50483,No
54157,193118,No
54158,153419,Yes
54159,85315,No
54160,129423,Yes
54161,195406,Yes
54162,174955,Yes
54163,169850,No
54164,162906,Yes
54165,44692,Yes
54166,80256,Yes
54167,163569,Yes
54168,64436,Yes
54169,127683,Yes
54170,97885,No
54171,26562,No
54172,72190,No
54173,134398,Yes
54174,9849,Yes
54175,99194,No
54176,156335,Yes
54177,146210,Yes
54178,130062,Yes
54179,11287,No
54180,60645,No
54181,155132,Yes
54182,22938,No
54183,98447,No
54184,182329,Yes
54185,101683,Yes
54186,137063,Yes
54187,141256,Yes
54188,75084,No
54189,201183,No
54190,204102,No
54191,70273,No
54192,132855,Yes
54193,43432,Yes
54194,59184,Yes
54195,79386,No
54196,48104,No
54197,23582,No
54198,76234,No
54199,55915,No
54200,82652,Yes
54201,184586,Yes
54202,94713,No
54203,67786,Yes
54204,146680,Yes
54205,76367,No
54206,176841,Yes
54207,202089,Yes
54208,172405,Yes
54209,49405,Yes
54210,131674,Yes
54211,69515,Yes
54212,83724,Yes
54213,204899,Yes
54214,124318,No
54215,143266,Yes
54216,26710,No
54217,36732,No
54218,5450,No
54219,112403,Yes
54220,171976,Yes
54221,143095,Yes
54222,41715,Yes
54223,307,No
54224,197816,Yes
54225,113806,Yes
54226,118207,No
54227,53079,Yes
54228,185299,Yes
54229,77746,Yes
54230,156443,Yes
54231,132270,Yes
54232,103562,Yes
54233,66519,Yes
54234,197854,Yes
54235,148991,No
54236,132959,Yes
54237,9901,No
54238,179314,Yes
54239,179895,Yes
54240,41603,Yes
54241,207892,Yes
54242,42252,Yes
54243,74300,Yes
54244,102792,No
54245,13552,No
54246,144370,Yes
54247,54028,No
54248,181644,Yes
54249,107276,Yes
54250,25356,No
54251,59421,No
54252,81975,Yes
54253,134125,Yes
54254,207183,Yes
54255,120956,Yes
54256,68243,Yes
54257,8173,No
54258,29142,No
54259,24144,No
54260,176448,No
54261,97683,Yes
54262,41196,Yes
54263,89819,Yes
54264,161117,Yes
54265,80276,Yes
54266,8025,No
54267,167172,Yes
54268,200718,Yes
54269,93345,Yes
54270,145328,No
54271,158471,No
54272,134893,Yes
54273,43551,Yes
54274,47155,Yes
54275,75036,No
54276,164079,Yes
54277,99215,Yes
54278,201019,No
54279,15421,No
54280,127075,Yes
54281,209859,Yes
54282,28917,No
54283,120969,Yes
54284,200277,Yes
54285,5587,No
54286,180313,Yes
54287,7387,No
54288,102181,No
54289,126622,No
54290,59569,No
54291,33722,No
54292,204429,Yes
54293,47550,No
54294,109341,No
54295,139010,Yes
54296,128106,Yes
54297,186999,Yes
54298,64681,Yes
54299,13090,No
54300,79758,Yes
54301,59793,Yes
54302,82166,Yes
54303,16306,No
54304,50758,Yes
54305,20084,No
54306,202690,Yes
54307,174537,Yes
54308,117210,Yes
54309,40941,No
54310,181564,Yes
54311,53290,Yes
54312,125917,No
54313,100013,Yes
54314,87475,Yes
54315,100566,Yes
54316,117658,No
54317,149562,No
54318,11668,No
54319,199525,Yes
54320,174201,Yes
54321,158315,Yes
54322,52867,No
54323,147251,Yes
54324,8095,No
54325,201334,Yes
54326,207985,Yes
54327,184480,Yes
54328,6589,No
54329,201141,No
54330,28534,No
54331,110304,No
54332,72086,No
54333,89528,No
54334,84957,Yes
54335,23075,No
54336,115339,No
54337,39782,No
54338,137694,Yes
54339,7361,No
54340,174502,Yes
54341,133464,Yes
54342,73386,No
54343,128856,Yes
54344,132934,Yes
54345,121170,Yes
54346,65339,No
54347,188160,Yes
54348,128261,Yes
54349,66464,Yes
54350,156840,Yes
54351,12271,No
54352,113168,Yes
54353,31371,No
54354,150006,No
54355,163570,Yes
54356,35664,Yes
54357,50840,Yes
54358,171366,Yes
54359,47688,Yes
54360,150013,No
54361,19712,No
54362,143606,Yes
54363,161702,Yes
54364,147350,Yes
54365,2824,No
54366,185481,No
54367,92834,Yes
54368,27279,No
54369,61133,No
54370,109121,Yes
54371,106412,Yes
54372,54218,Yes
54373,207887,Yes
54374,184932,No
54375,72912,Yes
54376,200178,Yes
54377,36516,No
54378,198923,Yes
54379,166331,No
54380,142133,Yes
54381,177101,No
54382,96801,Yes
54383,125554,Yes
54384,85232,No
54385,32718,Yes
54386,195838,Yes
54387,125905,Yes
54388,200019,Yes
54389,6180,No
54390,203024,Yes
54391,196954,Yes
54392,83263,Yes
54393,83068,Yes
54394,178806,No
54395,136527,Yes
54396,194760,Yes
54397,98110,Yes
54398,128366,No
54399,80720,Yes
54400,184785,Yes
54401,158958,No
54402,39524,No
54403,131549,No
54404,146805,Yes
54405,147583,No
54406,32571,No
54407,200943,Yes
54408,131178,Yes
54409,92944,No
54410,112196,No
54411,1677,No
54412,19688,No
54413,24349,No
54414,81846,Yes
54415,121993,No
54416,53588,No
54417,77104,Yes
54418,27130,No
54419,48939,Yes
54420,150308,Yes
54421,31945,No
54422,138524,No
54423,17810,No
54424,20172,No
54425,173649,Yes
54426,194274,Yes
54427,77236,Yes
54428,131291,Yes
54429,164703,Yes
54430,91138,No
54431,49853,No
54432,131003,Yes
54433,114575,No
54434,177336,Yes
54435,141464,Yes
54436,159495,Yes
54437,165003,No
54438,85580,Yes
54439,192059,No
54440,9644,No
54441,3506,No
54442,116438,No
54443,42791,No
54444,44682,Yes
54445,207647,No
54446,75223,Yes
54447,87553,Yes
54448,197474,Yes
54449,181956,No
54450,114993,Yes
54451,50259,Yes
54452,57057,No
54453,102224,Yes
54454,199495,Yes
54455,124075,Yes
54456,31308,No
54457,166551,Yes
54458,23547,No
54459,204269,Yes
54460,172481,Yes
54461,126203,Yes
54462,207570,Yes
54463,152395,No
54464,29185,No
54465,173594,Yes
54466,63640,No
54467,60390,Yes
54468,121523,Yes
54469,182446,No
54470,56481,No
54471,84753,No
54472,91063,Yes
54473,95268,Yes
54474,39954,Yes
54475,86184,Yes
54476,164062,Yes
54477,93963,Yes
54478,19071,No
54479,96803,Yes
54480,146025,Yes
54481,5907,No
54482,83782,Yes
54483,107023,Yes
54484,38023,Yes
54485,33300,Yes
54486,92934,No
54487,203120,Yes
54488,101629,Yes
54489,142264,No
54490,84302,Yes
54491,188832,Yes
54492,180364,Yes
54493,31603,Yes
54494,111739,Yes
54495,151028,Yes
54496,153899,Yes
54497,158812,Yes
54498,52507,Yes
54499,111217,Yes
54500,134416,No
54501,118053,Yes
54502,100432,No
54503,14575,No
54504,205211,No
54505,58965,No
54506,867,No
54507,63394,Yes
54508,96687,No
54509,19165,No
54510,116807,Yes
54511,115354,No
54512,40275,No
54513,159582,Yes
54514,61951,No
54515,50157,Yes
54516,159396,Yes
54517,75292,Yes
54518,173938,No
54519,93604,No
54520,162359,Yes
54521,171503,Yes
54522,51460,Yes
54523,25645,No
54524,173812,Yes
54525,112869,No
54526,47059,Yes
54527,30358,Yes
54528,111948,Yes
54529,88428,Yes
54530,40275,No
54531,88820,No
54532,88630,Yes
54533,170681,Yes
54534,44810,Yes
54535,104024,Yes
54536,28214,No
54537,37583,Yes
54538,48982,Yes
54539,181067,Yes
54540,98939,No
54541,54492,Yes
54542,47420,No
54543,8124,No
54544,199121,Yes
54545,138963,Yes
54546,147320,Yes
54547,186890,Yes
54548,145818,No
54549,100774,No
54550,125823,Yes
54551,55404,Yes
54552,119160,Yes
54553,175838,No
54554,7736,No
54555,63181,No
54556,110024,Yes
54557,90609,Yes
54558,137282,Yes
54559,132291,Yes
54560,177566,Yes
54561,104576,No
54562,137923,No
54563,30653,No
54564,87382,Yes
54565,157556,Yes
54566,69861,Yes
54567,101563,Yes
54568,53172,Yes
54569,30504,Yes
54570,6679,No
54571,34654,Yes
54572,55293,No
54573,81310,Yes
54574,24996,No
54575,18083,No
54576,111765,No
54577,108144,Yes
54578,103182,Yes
54579,45169,No
54580,118919,No
54581,123012,No
54582,69596,Yes
54583,173518,No
54584,86581,No
54585,136290,No
54586,2377,No
54587,113210,Yes
54588,151892,No
54589,58392,No
54590,140953,Yes
54591,105662,No
54592,143130,Yes
54593,31120,Yes
54594,68012,Yes
54595,80127,Yes
54596,168987,Yes
54597,157099,Yes
54598,105825,Yes
54599,124111,Yes
54600,203556,No
54601,15574,No
54602,182563,No
54603,78170,No
54604,53003,Yes
54605,154978,No
54606,186619,No
54607,125042,Yes
54608,38051,Yes
54609,175530,Yes
54610,173800,Yes
54611,19585,No
54612,25981,No
54613,65028,Yes
54614,136037,Yes
54615,207419,Yes
54616,134929,No
54617,26471,No
54618,204302,Yes
54619,35900,Yes
54620,76147,Yes
54621,51072,No
54622,77584,No
54623,739,No
54624,89755,Yes
54625,114102,No
54626,112087,Yes
54627,156245,Yes
54628,106778,No
54629,141884,Yes
54630,108201,Yes
54631,138183,No
54632,172318,No
54633,161250,Yes
54634,74656,Yes
54635,133956,No
54636,107648,Yes
54637,88742,No
54638,32890,Yes
54639,203514,No
